,date,platform,post_type,likes,shares,comments,views,engagment,quarter
341,2023-09-05,Facebook,image,904.0,666.0,316.0,5936.0,1886.0,3
342,2022-12-09,Instagram,text,2134.0,785.0,293.0,7442.0,3212.0,4
343,2023-04-08,Facebook,video,1437.0,308.0,496.0,7230.0,2241.0,2
344,2023-02-13,Facebook,image,1335.0,339.0,146.0,4965.0,1820.0,1
345,2023-06-28,Instagram,image,1468.0,453.0,280.0,8067.0,2201.0,2
346,2023-09-26,Facebook,video,1587.0,162.0,298.0,6223.0,2047.0,3
347,2022-10-30,Twitter,image,1370.0,882.0,207.0,5512.0,2459.0,4
348,2023-08-26,Instagram,image,1872.0,238.0,450.0,7347.0,2560.0,3
349,2022-12-15,Instagram,image,2099.0,301.0,391.0,5019.0,2791.0,4
350,2023-03-12,Instagram,text,410.0,798.0,102.0,8280.0,1310.0,1
351,2022-12-28,Instagram,image,1793.0,849.0,215.0,8348.0,2857.0,4
352,2023-08-09,Facebook,text,1790.0,297.0,158.0,6655.0,2245.0,3
353,2023-03-10,Twitter,image,681.0,698.0,314.0,4224.0,1693.0,1
354,2023-07-22,Instagram,image,1089.0,686.0,128.0,4688.0,1903.0,3
355,2023-09-06,Facebook,text,598.0,795.0,339.0,9127.0,1732.0,3
356,2023-06-09,Twitter,image,1882.0,773.0,315.0,6612.0,2970.0,2
357,2023-04-02,Twitter,text,2176.0,149.0,233.0,6298.0,2558.0,2
358,2022-11-29,Instagram,video,1320.0,395.0,218.0,9815.0,1933.0,4
359,2023-09-24,Instagram,text,1802.0,824.0,458.0,6834.0,3084.0,3
360,2022-12-27,Twitter,image,508.0,857.0,167.0,7836.0,1532.0,4
361,2023-03-26,Facebook,video,1063.0,133.0,300.0,8772.0,1496.0,1
362,2023-03-15,Facebook,image,1930.0,668.0,144.0,8109.0,2742.0,1
363,2023-08-23,Twitter,image,1613.0,852.0,203.0,6674.0,2668.0,3
364,2023-08-16,Twitter,video,725.0,147.0,314.0,5075.0,1186.0,3
365,2022-12-26,Instagram,text,1155.0,307.0,324.0,7153.0,1786.0,4
366,2022-10-17,Twitter,image,2067.0,238.0,436.0,8121.0,2741.0,4
367,2023-07-31,Instagram,image,1650.0,232.0,257.0,5213.0,2139.0,3
368,2022-12-12,Facebook,text,1042.0,821.0,495.0,9099.0,2358.0,4
369,2023-01-13,Twitter,text,994.0,550.0,332.0,9520.0,1876.0,1
370,2022-10-28,Instagram,image,2166.0,482.0,401.0,8331.0,3049.0,4
371,2022-12-21,Facebook,image,1604.0,787.0,402.0,5680.0,2793.0,4
372,2023-02-09,Facebook,image,1250.0,361.0,105.0,9374.0,1716.0,1
373,2023-02-07,Facebook,text,2131.0,674.0,400.0,8312.0,3205.0,1
374,2022-11-13,Facebook,image,2115.0,474.0,455.0,7908.0,3044.0,4
375,2022-12-27,Twitter,video,505.0,381.0,343.0,7264.0,1229.0,4
376,2023-07-27,Instagram,video,1806.0,442.0,255.0,9185.0,2503.0,3
377,2023-01-29,Instagram,video,1169.0,196.0,116.0,9728.0,1481.0,1
378,2022-10-27,Instagram,video,494.0,382.0,176.0,8015.0,1052.0,4
379,2023-02-18,Facebook,video,1007.0,638.0,318.0,4415.0,1963.0,1
380,2022-12-07,Facebook,image,1153.0,471.0,458.0,5196.0,2082.0,4
381,2023-02-06,Facebook,video,2078.0,735.0,132.0,8008.0,2945.0,1
382,2023-07-29,Instagram,video,1462.0,191.0,140.0,6718.0,1793.0,3
383,2023-02-10,Facebook,image,515.0,375.0,484.0,4934.0,1374.0,1
384,2023-07-31,Twitter,text,1116.0,332.0,104.0,4497.0,1552.0,3
385,2023-04-17,Facebook,text,2165.0,191.0,373.0,9489.0,2729.0,2
386,2023-07-09,Facebook,video,667.0,491.0,193.0,4674.0,1351.0,3
387,2023-06-02,Twitter,video,992.0,740.0,450.0,6214.0,2182.0,2
388,2023-10-12,Instagram,image,1495.0,238.0,368.0,9736.0,2101.0,4
389,2023-05-12,Instagram,image,1698.0,444.0,335.0,5325.0,2477.0,2
390,2023-07-11,Twitter,video,1131.0,810.0,431.0,9628.0,2372.0,3
391,2023-03-18,Twitter,video,1892.0,514.0,284.0,7340.0,2690.0,1
392,2023-09-12,Facebook,text,1410.0,217.0,428.0,9762.0,2055.0,3
393,2023-06-19,Facebook,video,1200.0,595.0,448.0,8985.0,2243.0,2
394,2023-01-29,Facebook,video,483.0,829.0,357.0,9193.0,1669.0,1
395,2023-01-18,Twitter,text,1660.0,222.0,439.0,8164.0,2321.0,1
396,2023-08-10,Instagram,text,947.0,335.0,235.0,6946.0,1517.0,3
397,2022-10-31,Instagram,video,594.0,696.0,388.0,7916.0,1678.0,4
398,2023-03-05,Facebook,image,1872.0,846.0,460.0,5741.0,3178.0,1
399,2023-08-01,Twitter,text,2115.0,813.0,185.0,9537.0,3113.0,3
400,2023-02-05,Twitter,video,1993.0,867.0,243.0,4837.0,3103.0,1
401,2023-04-17,Instagram,text,622.0,633.0,327.0,5507.0,1582.0,2
402,2023-02-03,Instagram,video,1563.0,288.0,484.0,8212.0,2335.0,1
403,2023-08-21,Twitter,text,1891.0,900.0,113.0,9085.0,2904.0,3
404,2022-11-19,Instagram,video,751.0,116.0,270.0,8123.0,1137.0,4
405,2023-09-02,Twitter,image,632.0,369.0,299.0,8469.0,1300.0,3
406,2023-05-18,Facebook,video,1847.0,209.0,450.0,8052.0,2506.0,2
407,2023-01-20,Twitter,video,2008.0,793.0,141.0,6896.0,2942.0,1
408,2023-04-26,Twitter,image,802.0,222.0,432.0,5301.0,1456.0,2
409,2023-08-18,Facebook,text,1101.0,704.0,190.0,7977.0,1995.0,3
410,2023-03-06,Instagram,image,1130.0,433.0,418.0,5322.0,1981.0,1
411,2023-06-20,Facebook,text,1283.0,664.0,393.0,8383.0,2340.0,2
412,2023-04-05,Instagram,image,1708.0,460.0,160.0,9700.0,2328.0,2
413,2023-05-22,Instagram,image,1312.0,542.0,153.0,4415.0,2007.0,2
414,2022-12-13,Twitter,text,988.0,574.0,181.0,5581.0,1743.0,4
415,2023-06-18,Facebook,image,695.0,684.0,185.0,4259.0,1564.0,2
416,2022-12-12,Instagram,video,945.0,202.0,426.0,8876.0,1573.0,4
417,2023-09-23,Facebook,video,1424.0,546.0,292.0,7084.0,2262.0,3
418,2023-05-02,Facebook,image,1804.0,261.0,322.0,8219.0,2387.0,2
419,2023-07-05,Twitter,image,1985.0,457.0,371.0,9123.0,2813.0,3
420,2023-10-11,Instagram,image,2018.0,135.0,359.0,8738.0,2512.0,4
421,2023-02-01,Twitter,text,867.0,447.0,246.0,4360.0,1560.0,1
422,2023-10-01,Twitter,image,906.0,227.0,134.0,6606.0,1267.0,4
423,2023-05-12,Instagram,text,1907.0,736.0,129.0,7647.0,2772.0,2
424,2023-03-31,Twitter,video,1917.0,495.0,460.0,9563.0,2872.0,1
425,2023-07-25,Twitter,text,522.0,461.0,455.0,4888.0,1438.0,3
426,2023-08-06,Instagram,image,997.0,428.0,256.0,6434.0,1681.0,3
427,2023-01-27,Instagram,image,1325.0,203.0,279.0,4188.0,1807.0,1
428,2022-11-01,Facebook,video,833.0,118.0,473.0,5393.0,1424.0,4
429,2023-04-07,Facebook,text,1349.0,849.0,405.0,7071.0,2603.0,2
430,2023-05-26,Facebook,image,1164.0,720.0,167.0,5234.0,2051.0,2
431,2023-08-16,Twitter,image,2089.0,626.0,209.0,6488.0,2924.0,3
432,2023-09-28,Facebook,text,2176.0,361.0,252.0,8113.0,2789.0,3
433,2023-03-06,Facebook,video,1520.0,873.0,317.0,9466.0,2710.0,1
434,2023-09-10,Twitter,image,403.0,683.0,201.0,9417.0,1287.0,3
435,2023-05-19,Facebook,image,1661.0,518.0,280.0,5371.0,2459.0,2
436,2023-01-21,Twitter,text,1622.0,647.0,139.0,8372.0,2408.0,1
437,2022-12-31,Twitter,image,981.0,606.0,247.0,6328.0,1834.0,4
438,2023-04-02,Instagram,image,700.0,200.0,139.0,6085.0,1039.0,2
439,2023-09-21,Facebook,text,930.0,384.0,194.0,8824.0,1508.0,3
440,2022-12-01,Instagram,text,1011.0,380.0,174.0,8422.0,1565.0,4
441,2022-10-24,Instagram,image,1896.0,461.0,216.0,7535.0,2573.0,4
442,2023-02-28,Facebook,video,1585.0,443.0,291.0,7375.0,2319.0,1
443,2023-10-05,Instagram,video,596.0,607.0,228.0,9608.0,1431.0,4
444,2023-01-23,Instagram,video,1339.0,487.0,123.0,7665.0,1949.0,1
445,2023-05-02,Twitter,text,1168.0,494.0,278.0,5517.0,1940.0,2
446,2022-11-09,Twitter,image,789.0,117.0,106.0,8850.0,1012.0,4
447,2023-03-11,Instagram,video,1271.0,713.0,246.0,7684.0,2230.0,1
448,2023-02-04,Instagram,image,1295.0,492.0,327.0,6011.0,2114.0,1
449,2023-10-03,Facebook,video,1784.0,364.0,433.0,6971.0,2581.0,4
450,2023-06-15,Twitter,image,455.0,186.0,192.0,4917.0,833.0,2
451,2023-09-17,Instagram,text,1730.0,532.0,312.0,4353.0,2574.0,3
452,2022-11-03,Twitter,video,1932.0,355.0,117.0,4545.0,2404.0,4
453,2023-02-24,Twitter,image,2158.0,264.0,107.0,9567.0,2529.0,1
454,2023-01-07,Instagram,video,1933.0,419.0,214.0,9778.0,2566.0,1
455,2023-09-24,Twitter,text,1798.0,290.0,271.0,8402.0,2359.0,3
456,2023-04-02,Facebook,image,1909.0,253.0,330.0,7945.0,2492.0,2
457,2023-06-06,Facebook,image,1982.0,751.0,132.0,7157.0,2865.0,2
458,2023-04-25,Instagram,image,1359.0,703.0,288.0,5503.0,2350.0,2
459,2022-10-13,Twitter,video,665.0,690.0,232.0,6796.0,1587.0,4
460,2023-09-04,Instagram,video,591.0,424.0,343.0,6812.0,1358.0,3
461,2022-11-04,Facebook,image,2124.0,427.0,197.0,9802.0,2748.0,4
462,2023-06-08,Instagram,image,619.0,338.0,394.0,9549.0,1351.0,2
463,2022-12-25,Instagram,image,1036.0,277.0,150.0,9972.0,1463.0,4
464,2023-01-09,Twitter,text,1802.0,256.0,155.0,7147.0,2213.0,1
465,2022-12-11,Instagram,image,1401.0,332.0,341.0,5814.0,2074.0,4
466,2023-06-08,Facebook,image,960.0,672.0,388.0,7171.0,2020.0,2
467,2023-03-06,Facebook,video,1008.0,739.0,418.0,9762.0,2165.0,1
468,2023-02-08,Instagram,video,1405.0,202.0,252.0,4987.0,1859.0,1
469,2023-02-19,Twitter,video,1295.0,158.0,467.0,8487.0,1920.0,1
470,2023-06-14,Facebook,text,1811.0,135.0,385.0,5971.0,2331.0,2
471,2023-01-20,Twitter,image,1860.0,487.0,365.0,4725.0,2712.0,1
472,2023-03-21,Facebook,video,1480.0,664.0,270.0,5544.0,2414.0,1
473,2023-01-23,Instagram,text,2063.0,890.0,189.0,8712.0,3142.0,1
474,2023-01-02,Facebook,video,1094.0,761.0,121.0,4351.0,1976.0,1
475,2023-08-05,Instagram,image,1303.0,611.0,377.0,8248.0,2291.0,3
476,2023-03-07,Facebook,text,1002.0,656.0,442.0,7035.0,2100.0,1
477,2023-01-15,Facebook,image,766.0,853.0,392.0,5687.0,2011.0,1
478,2023-03-17,Twitter,text,412.0,338.0,280.0,4238.0,1030.0,1
479,2023-03-27,Instagram,text,1895.0,637.0,259.0,4319.0,2791.0,1
480,2023-04-13,Instagram,text,1406.0,485.0,242.0,7540.0,2133.0,2
481,2023-01-04,Twitter,image,1294.0,349.0,278.0,6485.0,1921.0,1
482,2022-12-01,Instagram,image,840.0,786.0,416.0,8076.0,2042.0,4
483,2023-02-25,Instagram,video,1815.0,377.0,269.0,6280.0,2461.0,1
484,2023-02-13,Facebook,image,1979.0,143.0,183.0,9998.0,2305.0,1
485,2023-05-18,Facebook,image,855.0,828.0,450.0,5271.0,2133.0,2
486,2023-07-18,Instagram,image,535.0,745.0,313.0,6169.0,1593.0,3
487,2023-03-04,Facebook,text,2133.0,759.0,186.0,8839.0,3078.0,1
488,2023-08-28,Twitter,video,570.0,288.0,432.0,5871.0,1290.0,3
489,2023-06-09,Facebook,image,2053.0,818.0,476.0,9625.0,3347.0,2
490,2023-09-15,Twitter,video,1295.0,724.0,456.0,4995.0,2475.0,3
491,2023-04-13,Twitter,text,1188.0,120.0,342.0,8731.0,1650.0,2
492,2023-09-20,Twitter,image,684.0,470.0,102.0,8413.0,1256.0,3
493,2022-10-26,Instagram,text,2142.0,241.0,183.0,5550.0,2566.0,4
494,2023-07-21,Facebook,image,1166.0,634.0,304.0,5182.0,2104.0,3
495,2023-07-15,Twitter,video,1366.0,310.0,378.0,9386.0,2054.0,3
496,2023-09-20,Facebook,image,877.0,213.0,122.0,7489.0,1212.0,3
497,2023-09-07,Instagram,image,2173.0,888.0,239.0,4816.0,3300.0,3
498,2023-07-16,Twitter,video,1554.0,898.0,453.0,9505.0,2905.0,3
499,2023-02-21,Instagram,text,1289.7951807228915,507.0,372.0,6924.0,2168.7951807228915,1
500,2023-08-25,Twitter,image,1995.0,715.0,334.0,6327.0,3044.0,3
501,2023-08-13,Facebook,video,2037.0,458.0,238.0,6801.0,2733.0,3
502,2023-06-13,Twitter,video,490.0,333.0,422.0,5398.0,1245.0,2
503,2023-02-02,Facebook,text,1004.0,594.0,180.0,9779.0,1778.0,1
504,2023-05-13,Twitter,text,1095.0,528.0,472.0,9885.0,2095.0,2
505,2022-10-28,Instagram,image,546.0,390.0,190.0,9807.0,1126.0,4
506,2023-05-27,Instagram,text,798.0,874.0,437.0,5077.0,2109.0,2
507,2022-12-07,Twitter,image,796.0,462.0,286.0,9556.0,1544.0,4
508,2022-10-30,Facebook,video,521.0,206.0,331.0,6284.0,1058.0,4
509,2022-11-29,Twitter,image,670.0,178.0,356.0,8318.0,1204.0,4
510,2023-06-09,Facebook,video,855.0,650.0,413.0,6748.0,1918.0,2
511,2022-11-06,Instagram,video,1445.0,212.0,326.0,5583.0,1983.0,4
512,2023-03-12,Twitter,text,790.0,470.0,129.0,4210.0,1389.0,1
513,2023-09-21,Facebook,image,1599.0,162.0,485.0,8609.0,2246.0,3
514,2023-06-22,Facebook,video,841.0,284.0,433.0,7437.0,1558.0,2
515,2022-10-14,Facebook,text,1498.0,689.0,362.0,8387.0,2549.0,4
516,2022-10-16,Facebook,image,1386.0,667.0,423.0,8287.0,2476.0,4
517,2023-05-29,Twitter,video,2056.0,693.0,381.0,7188.0,3130.0,2
518,2023-08-20,Facebook,video,463.0,261.0,306.0,8273.0,1030.0,3
519,2023-05-14,Instagram,text,783.0,511.0,233.0,6057.0,1527.0,2
520,2023-07-30,Facebook,video,587.0,258.0,230.0,6876.0,1075.0,3
521,2022-11-12,Twitter,video,516.0,319.0,252.0,6815.0,1087.0,4
522,2023-06-02,Instagram,image,674.0,467.0,183.0,7233.0,1324.0,2
523,2023-01-02,Instagram,image,1121.0,387.0,493.0,6094.0,2001.0,1
524,2023-04-04,Facebook,image,1471.0,632.0,357.0,9595.0,2460.0,2
525,2023-03-27,Twitter,video,1784.0,118.0,201.0,6615.0,2103.0,1
526,2023-03-08,Twitter,text,749.0,593.0,310.0,4909.0,1652.0,1
527,2022-10-30,Twitter,video,954.0,501.0,211.0,4296.0,1666.0,4
528,2022-11-23,Instagram,text,1438.0,536.0,350.0,7241.0,2324.0,4
529,2023-10-13,Facebook,image,622.0,546.0,347.0,5326.0,1515.0,4
530,2023-08-17,Facebook,video,1808.0,126.0,409.0,9754.0,2343.0,3
531,2023-05-24,Facebook,text,2167.0,175.0,354.0,8340.0,2696.0,2
532,2023-03-07,Twitter,image,1545.0,886.0,216.0,7206.0,2647.0,1
533,2023-05-13,Twitter,text,2179.0,211.0,239.0,5862.0,2629.0,2
534,2023-06-12,Twitter,video,1019.0,248.0,301.0,5004.0,1568.0,2
535,2023-07-02,Instagram,image,2142.0,347.0,216.0,8362.0,2705.0,3
536,2022-11-13,Facebook,text,1533.0,845.0,108.0,7910.0,2486.0,4
537,2022-10-30,Instagram,text,1451.0,737.0,305.84789156626505,6810.0,2493.847891566265,4
538,2023-01-02,Instagram,text,1512.0,375.0,344.0,4555.0,2231.0,1
539,2022-11-15,Instagram,text,1383.0,349.0,332.0,6486.0,2064.0,4
540,2023-07-10,Instagram,image,1568.0,715.0,301.0,5394.0,2584.0,3
541,2022-12-10,Twitter,text,572.0,334.0,468.0,8130.0,1374.0,4
542,2022-12-24,Twitter,image,1596.0,729.0,429.0,6794.0,2754.0,4
543,2023-08-10,Instagram,text,1828.0,856.0,343.0,4784.0,3027.0,3
544,2022-12-04,Twitter,video,784.0,525.0,461.0,4628.0,1770.0,4
545,2022-11-26,Twitter,image,856.0,122.0,259.0,8274.0,1237.0,4
546,2023-03-13,Instagram,image,2135.0,508.0,241.0,7264.0,2884.0,1
547,2022-11-04,Twitter,text,1832.0,436.0,101.0,5109.0,2369.0,4
548,2023-03-09,Facebook,image,467.0,325.0,112.0,9086.0,904.0,1
549,2023-02-22,Facebook,image,1042.0,595.0,181.0,6297.0,1818.0,1
550,2023-03-24,Twitter,text,1873.0,669.0,341.0,8033.0,2883.0,1
551,2023-09-10,Instagram,image,454.0,665.0,425.0,6182.0,1544.0,3
552,2022-12-30,Instagram,text,2096.0,757.0,332.0,5119.0,3185.0,4
553,2023-04-21,Twitter,text,2070.0,858.0,231.0,4208.0,3159.0,2
554,2023-03-10,Facebook,image,601.0,561.0,121.0,7917.0,1283.0,1
555,2023-04-17,Facebook,image,1935.0,450.0,374.0,4030.0,2759.0,2
556,2022-12-20,Facebook,video,426.0,545.0,293.0,7545.0,1264.0,4
557,2023-03-11,Twitter,image,754.0,468.0,430.0,6044.0,1652.0,1
558,2023-05-08,Instagram,video,640.0,807.0,236.0,9153.0,1683.0,2
559,2023-01-03,Twitter,image,1835.0,304.0,394.0,4541.0,2533.0,1
560,2023-07-07,Instagram,text,562.0,176.0,397.0,8723.0,1135.0,3
561,2022-11-28,Twitter,image,953.0,806.0,474.0,8074.0,2233.0,4
562,2023-09-28,Facebook,text,1989.0,526.0,359.0,9738.0,2874.0,3
563,2023-05-03,Instagram,text,1625.0,724.0,443.0,7925.0,2792.0,2
564,2022-11-27,Facebook,video,1083.0,304.0,263.0,7889.0,1650.0,4
565,2023-09-11,Instagram,image,1740.0,174.0,218.0,6273.0,2132.0,3
566,2023-06-29,Instagram,text,1625.0,809.0,168.0,6198.0,2602.0,2
567,2023-08-30,Twitter,text,1352.0,113.0,132.0,8682.0,1597.0,3
568,2023-02-03,Twitter,image,984.0,155.0,245.0,9683.0,1384.0,1
569,2023-02-01,Instagram,video,1895.0,565.0,430.0,9067.0,2890.0,1
570,2023-08-15,Twitter,text,1790.0,142.0,348.0,7055.0,2280.0,3
571,2023-01-29,Facebook,text,2017.0,851.0,350.0,6248.0,3218.0,1
572,2023-02-22,Facebook,video,531.0,490.0,438.0,6842.0,1459.0,1
573,2023-01-18,Instagram,text,550.0,520.0,256.0,7993.0,1326.0,1
574,2023-08-01,Twitter,image,1017.0,655.0,351.0,9663.0,2023.0,3
575,2023-01-30,Twitter,text,1230.0,577.0,106.0,4795.0,1913.0,1
576,2022-11-24,Facebook,image,1169.0,311.0,265.0,8102.0,1745.0,4
577,2023-07-02,Twitter,image,1596.0,229.0,350.0,5394.0,2175.0,3
578,2023-07-19,Instagram,video,1786.0,554.0,306.0,7759.0,2646.0,3
579,2023-01-05,Twitter,video,1897.0,358.0,387.0,7407.0,2642.0,1
580,2023-07-17,Twitter,text,1413.0,255.0,347.0,6532.0,2015.0,3
581,2023-07-06,Twitter,text,744.0,595.0,211.0,7706.0,1550.0,3
582,2023-05-23,Instagram,video,1289.0,323.0,220.0,8310.0,1832.0,2
583,2023-06-09,Twitter,image,1265.0,510.0,436.0,5574.0,2211.0,2
584,2023-06-06,Instagram,image,1864.0,456.0,291.0,4068.0,2611.0,2
585,2023-02-28,Facebook,image,2023.0,575.0,137.0,5212.0,2735.0,1
586,2022-11-13,Facebook,text,570.0,452.0,196.0,9186.0,1218.0,4
587,2022-10-23,Instagram,video,1144.0,428.0,283.0,6667.0,1855.0,4
588,2023-02-27,Twitter,image,1436.0,232.0,429.0,7570.0,2097.0,1
589,2023-07-23,Facebook,image,2062.0,557.0,457.0,5205.0,3076.0,3
590,2023-02-01,Facebook,text,819.0,576.0,356.0,8995.0,1751.0,1
591,2023-02-05,Facebook,text,2126.0,299.0,499.0,5889.0,2924.0,1
592,2023-01-28,Facebook,text,1249.0,140.0,489.0,6360.0,1878.0,1
593,2023-05-22,Facebook,text,1248.0,795.0,243.0,9100.0,2286.0,2
594,2022-12-01,Twitter,image,454.0,465.0,335.0,8004.0,1254.0,4
595,2023-01-24,Twitter,text,894.0,262.0,203.0,9986.0,1359.0,1
596,2023-07-21,Instagram,image,1870.0,356.0,332.0,4817.0,2558.0,3
597,2023-06-18,Instagram,image,715.0,173.0,361.0,7451.0,1249.0,2
598,2023-08-28,Twitter,video,827.0,214.0,452.0,9289.0,1493.0,3
599,2023-06-20,Instagram,image,1994.0,144.0,192.0,8890.0,2330.0,2
600,2022-10-24,Twitter,text,1773.0,528.0,352.0,6754.0,2653.0,4
601,2023-10-05,Instagram,image,1931.0,603.0,197.0,5081.0,2731.0,4
602,2023-07-11,Facebook,image,1896.0,186.0,472.0,8576.0,2554.0,3
603,2022-12-19,Facebook,text,1480.0,415.0,202.0,9584.0,2097.0,4
604,2023-09-01,Facebook,image,1476.0,180.0,407.0,8650.0,2063.0,3
605,2022-12-21,Twitter,image,1873.0,718.0,356.0,8263.0,2947.0,4
606,2022-12-18,Instagram,video,1769.0,882.0,289.0,5625.0,2940.0,4
607,2023-06-15,Twitter,text,2189.0,538.0,213.0,6341.0,2940.0,2
608,2022-12-10,Twitter,text,605.0,531.0,316.0,9622.0,1452.0,4
609,2023-07-05,Twitter,text,773.0,464.0,352.0,9229.0,1589.0,3
610,2023-04-17,Twitter,video,1883.0,130.0,320.0,4854.0,2333.0,2
611,2023-10-06,Instagram,video,808.0,315.0,493.0,6148.0,1616.0,4
612,2022-11-17,Instagram,text,672.0,181.0,119.0,4265.0,972.0,4
613,2023-09-15,Instagram,text,1471.0,417.0,479.0,4976.0,2367.0,3
614,2023-08-12,Twitter,text,1919.0,720.0,387.0,8951.0,3026.0,3
615,2023-04-06,Twitter,text,1804.0,721.0,413.0,8800.0,2938.0,2
616,2023-01-29,Facebook,video,863.0,862.0,379.0,8686.0,2104.0,1
617,2022-12-12,Twitter,text,948.0,795.0,485.0,9737.0,2228.0,4
618,2023-08-27,Twitter,video,1114.0,667.0,412.0,9521.0,2193.0,3
619,2023-01-23,Twitter,image,1615.0,726.0,471.0,8539.0,2812.0,1
620,2023-05-01,Twitter,text,1942.0,384.0,406.0,9296.0,2732.0,2
621,2023-07-11,Facebook,text,1848.0,793.0,304.0,8269.0,2945.0,3
622,2023-08-29,Twitter,text,1751.0,671.0,434.0,7637.0,2856.0,3
623,2022-11-07,Facebook,text,446.0,855.0,498.0,4108.0,1799.0,4
624,2023-04-14,Instagram,image,499.0,257.0,459.0,7806.0,1215.0,2
625,2023-04-03,Twitter,text,1817.0,109.0,176.0,8017.0,2102.0,2
626,2022-10-31,Instagram,image,694.0,511.0,179.0,8805.0,1384.0,4
627,2023-07-24,Twitter,image,1189.0,715.0,370.0,6381.0,2274.0,3
628,2023-03-11,Twitter,text,1649.0,197.0,486.0,9427.0,2332.0,1
629,2023-05-15,Twitter,text,622.0,463.0,386.0,4092.0,1471.0,2
630,2023-02-01,Facebook,image,1077.0,844.0,334.0,4783.0,2255.0,1
631,2023-05-04,Facebook,video,1220.0,735.0,298.0,9527.0,2253.0,2
632,2022-10-17,Facebook,text,1236.0,305.0,329.0,8595.0,1870.0,4
633,2023-05-19,Facebook,text,820.0,618.0,149.0,9478.0,1587.0,2
634,2023-02-20,Facebook,image,1791.0,656.0,112.0,5619.0,2559.0,1
635,2023-06-26,Instagram,video,1820.0,614.0,228.0,8336.0,2662.0,2
636,2022-11-02,Instagram,image,454.0,877.0,103.0,5012.0,1434.0,4
637,2023-10-01,Instagram,image,805.0,299.0,214.0,6080.0,1318.0,4
638,2022-12-16,Twitter,text,924.0,707.0,373.0,6946.0,2004.0,4
639,2023-08-09,Instagram,video,1869.0,877.0,299.0,5875.0,3045.0,3
640,2023-01-17,Facebook,video,1092.0,768.0,133.0,8192.0,1993.0,1
641,2023-10-11,Twitter,video,1490.0,635.0,174.0,8974.0,2299.0,4
642,2023-07-20,Facebook,image,774.0,332.0,327.0,7309.0,1433.0,3
643,2023-06-23,Facebook,text,1491.0,374.0,145.0,8927.0,2010.0,2
644,2023-06-22,Instagram,image,2040.0,639.0,296.0,8033.0,2975.0,2
645,2023-05-01,Twitter,image,1383.0,241.0,310.0,5729.0,1934.0,2
646,2022-10-26,Facebook,image,1289.7951807228915,491.0,252.0,8187.0,2032.7951807228915,4
647,2023-07-17,Instagram,video,479.0,320.0,461.0,4324.0,1260.0,3
648,2023-09-10,Twitter,video,415.0,592.0,417.0,6228.0,1424.0,3
649,2023-04-02,Facebook,text,1742.0,808.0,313.0,6482.0,2863.0,2
650,2023-02-13,Twitter,image,683.0,304.0,495.0,8955.0,1482.0,1
651,2022-11-08,Twitter,video,1244.0,669.0,396.0,9416.0,2309.0,4
652,2022-12-26,Instagram,text,1454.0,485.0,428.0,4179.0,2367.0,4
653,2022-11-26,Twitter,text,2082.0,465.0,177.0,9557.0,2724.0,4
654,2023-05-13,Facebook,video,811.0,378.0,156.0,8994.0,1345.0,2
655,2023-04-17,Facebook,video,1543.0,434.0,226.0,6495.0,2203.0,2
656,2023-02-26,Instagram,text,1908.0,708.0,465.0,5804.0,3081.0,1
657,2023-06-21,Instagram,text,1840.0,408.0,492.0,7675.0,2740.0,2
658,2022-10-22,Instagram,image,840.0,787.0,347.0,4377.0,1974.0,4
659,2023-09-03,Instagram,video,1545.0,464.0,359.0,6151.0,2368.0,3
660,2023-05-30,Twitter,image,2079.0,547.0,208.0,6303.0,2834.0,2
661,2023-06-22,Facebook,image,525.0,242.0,455.0,8111.0,1222.0,2
662,2022-12-20,Instagram,text,1431.0,352.0,357.0,8955.0,2140.0,4
663,2023-07-23,Twitter,text,2200.0,466.0,336.0,8037.0,3002.0,3
664,2023-07-14,Twitter,image,1333.0,657.0,327.0,8566.0,2317.0,3
665,2023-03-02,Instagram,text,1368.0,302.0,459.0,7387.0,2129.0,1
666,2023-08-02,Facebook,video,1631.0,758.0,296.0,9421.0,2685.0,3
667,2023-10-03,Twitter,image,785.0,351.0,226.0,5431.0,1362.0,4
668,2023-05-22,Instagram,text,977.0,786.0,325.0,5850.0,2088.0,2
669,2023-05-12,Instagram,text,1331.0,173.0,479.0,4707.0,1983.0,2
670,2022-12-13,Instagram,video,1437.0,687.0,212.0,4287.0,2336.0,4
671,2023-01-21,Facebook,text,624.0,466.0,340.0,8152.0,1430.0,1
672,2023-05-01,Instagram,image,663.0,592.0,383.0,7143.0,1638.0,2
673,2023-03-09,Facebook,text,1754.0,258.0,491.0,9015.0,2503.0,1
674,2023-03-13,Instagram,text,613.0,850.0,460.0,6731.0,1923.0,1
675,2023-03-10,Instagram,text,489.0,572.0,409.0,9338.0,1470.0,1
676,2023-05-14,Instagram,text,1328.0,665.0,382.0,9544.0,2375.0,2
677,2023-01-25,Twitter,video,840.0,501.0,345.0,9586.0,1686.0,1
678,2023-03-24,Facebook,text,1349.0,233.0,319.0,5290.0,1901.0,1
679,2023-01-07,Twitter,video,648.0,664.0,434.0,4098.0,1746.0,1
680,2022-12-18,Instagram,video,786.0,350.0,237.0,5597.0,1373.0,4
681,2022-12-08,Instagram,image,403.0,524.0,306.0,7570.0,1233.0,4
682,2023-09-30,Facebook,video,1404.0,198.0,428.0,5724.0,2030.0,3
683,2023-07-19,Facebook,video,1758.0,127.0,137.0,6093.0,2022.0,3
